0	1.0292986E-7 88 89 110 111 112 113 114 115 116 90 117 91 118 92 119 93 94 95 96 97 98 10 99 11 12 13 14 15 16 17 18 19 120 121 122 123 124 4 125 5 126 127 7 128 8 129 9 20 21 22 23 24 25 26 27 28 29 130 131 132 133 134 135 136 137 138 139 30 31 32 33 34 35 36 37 38 39 140 141 142 40 41 42 43 44 45 46 47 48 49 799 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 100 101 102 103 104 105 106 80 107 81 108 82 109 83 84 85 86 87
1	1.2188767E-7 1582 1460 592 350 351 352 110 353 232 475 354 233 355 113 356 235 357 236 358 237 359 118 119 10 11 16 4067 17 360 361 362 120 363 364 365 123 3 366 4 367 5 2675 368 369 127 128 5269 20 21 24 25 27 28 29 3540 370 371 372 373 374 375 254 133 376 377 378 136 379 137 1233 1111 30 31 33 34 39 380 381 382 383 384 1249 386 387 1247 388 389 3422 704 947 40 43 46 48 3440 390 391 2470 392 393 394 395 396 397 398 399 1014 159 2464 10731 54 58 283 1029 169 1024 723 725 61 727 728 63 65 66 67 68 295 297 735 1718 71 19889 738 74 75 77 78 2144 1173 185 860 2256 1167 4313 625 81 82 83 85 86 87 8498 3483 193 1181 994 1179 90 5412 91 92 516 93 96 98 6401 1075 2040 1620 400 401 2036 402 766 645 403 404 405 406 649 407 408 409 1747 4903 1514 410 1510 411 412 413 2046 414 415 416 417 418 419 2605 1516 8842 2065 420 663 421 300 1642 422 1520 423 424 546 425 789 426 427 549 428 429 2867 1778 550 430 2744 2502 431 310 432 311 1532 433 312 555 434 313 435 314 436 315 437 316 438 317 439 318 319 3174 440 441 320 2634 684 563 442 321 4939 443 322 565 444 323 445 324 446 325 689 447 326 205 448 327 449 328 329 450 451 330 4706 694 452 331 210 453 332 454 576 334 335 336 215 337 338 339 3854 4703 1438 4041 1572 340 11779 341 342 2656 343 222 101 586 344 102 345 346 225 104 347 105 348 4950 349 107 1207
10	5.901985E-8 88 1187 1186 1185 1184 1183 1182 1181 1180 110 233 354 993 1179 1178 90 117 1177 998 92 98 1190 11 12 18 1192 1191 1 2 124 367 4 401 369 402 1189 766 1188 7 9 408 409 24 71389 27 29 411 414 415 418 30 31 35 38 141 384 385 783 663 301 664 302 545 426 549 43 44 48 395 550 312 433 555 436 712 559 50 319 51 165 1027 1026 721 965 449 61 727 728 729 65 66 69 730 335 852 611 974 612 733 72 979 73 74 78 1176 1175 1174 1173 1172 1171 1170 100 102 344 586 103 345 620 1169 104 1168 1167 1166 625 83 627
100	6.3298096E-8 88 89 71403 5660 5661 5662 5663 1186 192 1181 353 597 751 235 357 237 2421 1574 117 93 879 5658 639 5659 97 4208 1219 10 98 917 12 19 1110 2561 120 2317 122 4739 2 123 2710 4 367 5 368 401 6 402 249 403 408 1747 21 22 26 27 28 1120 1361 890 2449 257 653 4908 138 413 414 812 2729 418 30 38 1253 2062 383 2218 782 783 784 664 546 669 43 48 550 1019 551 2744 794 553 1258 555 2862 2741 1014 434 954 437 5612 50 319 51 2508 1815 2902 1933 55 1032 1152 683 1027 443 2511 961 444 721 447 326 723 449 61 727 1308 728 1306 5640 296 331 333 1313 1312 730 2367 611 2487 1552 1310 3454 217 734 75 76 4560 2265 1572 582 340 2933 1206 221 102 1324 103 345 588 104 1167 106 1166 107 624 108 625 109 748 627
1000	4.5891717E-9 22 16675 16674 16673 3462 2251 195 295 693 135 1379 2147 973 852 2025 1574 634 90 1111 2709 7714 12453 737 639 10498 5659 5417 9750 3431 3352 2042 1293 682 10700 1985 1589 663 2336 2412 1268 2554 2552 768 6878 3687 847 849 1009
10000	3.855148E-10 4040 9646 7590 394 141 1304 1179 128 1719 3984 1619 5514 737 64
10001	2.8015112E-9 972 7445 2042 639 24954 395 3637
10002	1.6558381E-8 909 6795 2232 3285 47619 4969 2227 2821 2865 1177 13960 4128 10498 918 5273 6561 18 1274 10939 1394 1471 7250 10703 1268 5908 4411 5941 8217 849 2318 12007 4030 7301 3062 1712 135 1753 1433 852 854 1430 1918 735 5952 737 5131 8363 3276 143 860 663 1401
10003	8.890144E-9 3717 1741 2025 1914 3723 395
10004	0.0 395
10005	0.0 401 395
10006	0.0 395
10007	0.0 655 395
10008	0.0 1561 395
10009	0.0 395
1001	8.760848E-9 22 2792 590 195 492 155 375 975 8647 1979 74 34 79 19 2042 1293 340 1206 168 1169 1761 645 846 903 1647
10010	1.4051797E-10 395 2637
10011	1.8340057E-10 1008 4030 2338 5818 7696 1024 965 3582 849 2370 581 395
10012	0.0 849 395
10013	9.635999E-11 6144 125 1179 1440 1719 9504 738 1516 295 395
10014	2.7269229E-10 883 5100 3179 3255 22551 4700 3678 395
10015	0.0 2557 1715 395
10016	1.0030373E-10 746 395
10017	8.2768326E-10 1712 663 639 849 395
10018	0.0 395
10019	0.0 395
1002	2.7856576E-8 7484 3280 5386 5387 2030 5061 4969 1975 2227 2864 2863 1574 2222 1177 997 11828 16679 16678 3631 439 16677 11222 4524 8608 16680 9397 6320 7254 7454 1274 7251 320 2436 565 3004 965 849 7608 7341 2008 1753 2323 976 9636 3899 35 8363 5098 5055 1011 2342 2065 3350 1206 1006 2215 862 2379 988 15457 11695 7504 7507 4679
10020	0.0 3189 395
10021	4.8165305E-11 1304 1401 1004 1145 2694 5952 737 849 11876 395
10022	1.5176017E-10 1315 763 1895 656 71388 18292 1396 395
10023	0.0 1740 737 395
10024	2.2676137E-11 3650 395
10025	0.0 8598 395
10026	0.0 395
10027	0.0 395
10028	4.495181E-19 47626 4030 395
10029	1.506991E-9 9246 36981 16034 27604 395 791 1712 1178 9638 17945 998 5952 4028 12573 3655 32947 1914 5933 6869 24805 3090 41981 4421 42155 47629 47627 47628 28627 11756 10703 1401 1621 3523 1004 12929 8439 5304 725 11134 33569
1003	1.8611095E-8 46 5386 6795 49 4497 2034 2033 193 2030 395 550 1975 1018 353 2029 112 159 1179 2025 90 1056 832 315 639 5673 18 8423 19 2481 1192 363 2118 1304 1106 169 401 4411 16569 16689 923 725 329 16688 4416 849 728 64 27 1712 333 852 534 215 975 1918 737 1716 1758 1516 31 79 4003 2265 3352 1293 1172 381 2218 101 860 2897 1401 663 586 983 588 2498 1167 546 745 83 7506 1527 3901
10030	4.2706327E-10 19324 21105 4370 20411 4055 4242 8754 4420 4596 26048 3174 9330 4170 395 11519 1398 737 10567 64 18647 21091 10555
10031	7.56509E-11 1712 5386 997 725 3550 395
10032	3.5113478E-11 32279 395
10033	0.0 395
10034	0.0 7484 47635 17286 19482 395 2536 2635 11868 443 2189 10473 658 11810 1768
10035	2.1130779E-10 432 395
10036	3.5744604E-10 47636 7843 21812 32932
10037	0.0 396 699 13267
10038	0.0 396
10039	0.0 4084 396
1004	3.7529944E-8 8397 4010 7301 4674 395 4969 1712 1975 1018 2227 993 2028 2863 3434 2025 1177 1918 6820 737 12695 8408 12952 4062 5199 2562 2560 1471 3173 440 166 1401 862 11519 1521 1024 546 2871 8538 923 849 3723 7608 2318
10040	7.762462E-11 396 71388 634 1719 47638 2281
10041	0.0 396
10042	0.0 396
10043	0.0 396
10044	1.7642481E-11 396 664 854 3461 47639
10045	2.1626763E-9 34 27 28 3275 1262 2281 11515 397 2710 2027 1312 136 403 722 426 879 5811 737 4558 408
10046	0.0 397
10047	2.6316593E-10 1601 397 1699 1622 25852 9198 8969
10048	0.0 397 1699
10049	1.1282412E-10 397 421 664 1026 1400 4187 5575 47642 447 1262 879 1290
1005	1.7107388E-8 7035 9016 9720 7247 2560 391 374 1129 1128 16707 16706 1157 2444 138 776 8 3751 5953 979 11962 6978 5958
10050	0.0 397
10051	0.0 397
10052	3.6230124E-10 397 36482 1652 1179 1036 2234 2033 13180
10053	2.3619162E-9 2623 398 47643
10054	0.0 398
10055	0.0 398
10056	0.0 398 1619 737 1416
10057	4.3299127E-12 398 696 6245 4782 18 118 3685 3264 1309
10058	8.6528174E-11 47647 398 634 12963
10059	0.0 47648 398
1006	1.5145698E-8 7242 7005 390 2030 2789 5939 2304 2227 2863 2101 439 957 2904 639 917 18 3254 1075 9396 363 2557 645 447 3642 5427 2956 10192 14078 3189 2373 2369 2566 2401 1751 3333 14633 3655 8504 16738 16737 31 2265 3474 3350 16060 2339 1129 143 2215 663 2379 543 3302 1002 349
10060	3.4704137E-9 11515 398 2464 1309 1814 3281
10061	5.3087856E-10 1190 12408 398 1621 4341 39636 1409 4081
